YEAR,state,county,PAYQTR1,EMP,ESTAB,PAYANN
2009,18,73,70138,9431,743,287646
2009,18,75,42187,6199,421,177256
2009,18,77,78527,10572,739,314926
2009,18,79,44878,6195,418,203174
2009,18,81,282533,39827,2947,1193981
2009,18,83,89463,13313,970,386822
2009,18,85,307323,31158,1904,1298264
2009,18,87,57746,8745,773,259236
2009,18,89,1481725,167000,10059,6119228
2009,18,91,264880,34772,2487,1088753
2009,18,93,73639,10577,889,315060
2009,18,95,230441,33639,2366,982637
2009,18,97,6010472,503410,23496,22568968
2009,18,99,113151,15834,1095,486285
2009,18,101,11613,1788,179,49605
2009,18,103,46789,7525,576,191874
2009,18,105,354972,47533,3001,1508674
2009,18,107,112627,13161,873,450836
2009,18,109,79581,11439,1196,330564
2009,18,111,15847,2438,296,70734
2009,18,113,102164,13971,912,421935
2009,18,115,9415,1248,79,37673
2009,18,117,47881,7168,383,196493
2009,18,119,29342,4363,304,125525
2009,18,121,12398,2130,263,55398
2009,18,123,38657,5011,370,162034
2009,18,125,27351,2517,187,112844
2009,18,127,400587,48317,3471,1617993
2009,18,129,87902,7858,513,356877
2009,18,131,28152,3575,328,112849
2009,18,133,69270,11003,705,280749
2009,18,135,40990,5589,497,169888
2009,18,137,106206,9620,643,425616
2009,18,139,26308,4063,388,118553
2009,18,141,998219,115156,6038,4116114
2009,18,143,37345,5822,435,156378
2009,18,145,118332,14951,918,494868
2009,18,147,39003,5194,409,164180
2009,18,149,18066,2998,327,74586
2009,18,151,75114,12767,982,327600
2009,18,153,25428,3726,358,108726
2009,18,155,11011,1748,131,49651
2009,18,157,495411,59352,3277,1975212
2009,18,159,24103,3081,318,102882
2009,18,161,5347,881,125,22814
2009,18,163,894514,108423,5024,3701424
2009,18,165,52011,4403,281,210638
2009,18,167,363630,46392,2577,1480503
2009,18,169,74706,10712,747,292286
2009,18,171,8512,1114,127,34544
2009,18,173,110583,12594,1102,462481
2009,18,175,26945,4360,463,113979
2009,18,177,186462,25353,1572,789688
2009,18,179,77216,10351,632,294663
2009,18,181,45376,6371,647,192195
2009,18,183,79350,10593,674,316085
2009,18,999,239833,29362,181,1008366
2009,19,1,9458,1591,176,43480
2009,19,3,5507,886,121,23891
2009,19,5,25160,4105,405,106847
2009,19,7,22893,3527,335,91970
2009,19,9,7715,1165,180,32923
2009,19,11,28475,4417,576,124961
2009,19,13,530342,63591,3175,2197023
2009,19,15,48382,6833,569,196562
2009,19,17,68423,8387,604,271128
2009,19,19,32554,5662,501,153575
2009,19,21,60637,8772,590,256164
2009,19,23,16290,2452,342,69843
2009,19,25,13498,2384,283,57949
2009,19,27,77180,11121,908,332451
2009,19,29,30522,4706,484,131978
2009,19,31,28675,4398,478,119129
2009,19,33,171803,22705,1435,724215
2009,19,35,28827,4214,372,126903
2009,19,37,24736,3797,398,105826
2009,19,39,20099,3424,201,82289
2009,19,41,50748,7936,628,219254
2009,19,43,31052,5245,530,139567
2009,19,45,169713,23421,1215,730662
2009,19,47,47470,6292,454,195699
2009,19,49,251431,26494,1492,979792
2009,19,51,9164,1436,169,36981
2009,19,53,9648,1984,141,38644
2009,19,55,35630,5316,505,148603
2009,19,57,139201,19383,1126,631029
2009,19,59,54107,7422,767,226313
2009,19,61,412620,52354,2745,1721358
2009,19,63,25267,3514,331,98119
2009,19,65,33945,5802,591,140047
2009,19,67,30647,4317,425,130742
2009,19,69,20112,3057,328,93881
2009,19,71,16936,2183,192,64980
2009,19,73,17752,2715,269,73511
2009,19,75,21558,2735,294,101876
2009,19,77,17722,2753,323,91755
2009,19,79,41272,5629,399,164294
2009,19,81,20021,2946,304,84592
2009,19,83,39778,5519,570,168844
2009,19,85,18079,2974,349,84827
2009,19,87,93933,13492,517,380919
2009,19,89,17099,2834,285,74817
2009,19,91,26213,3287,328,103932
2009,19,93,23031,2945,262,98103
2009,19,95,59611,7778,473,246578
2009,19,97,28216,5038,567,121262
2009,19,99,61306,8359,782,248420
2009,19,101,48619,6804,667,193430
2009,19,103,487927,59393,3024,1994025
2009,19,105,31868,4822,528,130045
2009,19,107,11576,1817,251,51356
2009,19,109,38901,5624,579,164841
2009,19,111,99421,12993,945,396442
2009,19,113,1116503,114445,5414,4470667
2009,19,115,21047,2766,209,82498
2009,19,117,21347,2646,175,86354
2009,19,119,18717,2807,383,82632
2009,19,121,16459,2649,366,74958
2009,19,123,52893,7286,576,226163
2009,19,125,139297,15630,829,544091
2009,19,127,123887,15132,840,516750
2009,19,129,12342,2057,295,50903
2009,19,131,21441,3246,332,94152
2009,19,133,13506,2269,238,55815
2009,19,135,10739,1748,176,44577
2009,19,137,28699,3904,339,111435
2009,19,139,212950,20132,974,804682
2009,19,141,30402,5100,528,132599
2009,19,143,9715,1540,187,40314
2009,19,145,37320,5636,411,155797
2009,19,147,16750,2934,298,67047
2009,19,149,78019,9449,707,324023
2009,19,151,12274,2066,238,50365
2009,19,153,2696350,243771,11913,10288148
2009,19,155,214279,30836,1979,902796
2009,19,157,64067,9008,559,278361
2009,19,159,6227,1000,141,26287
2009,19,161,17559,2391,350,69008
2009,19,163,660936,79056,4495,2694460
2009,19,165,35354,5406,413,146674
2009,19,167,116277,17203,1205,504288
2009,19,169,223724,28999,1998,886652
2009,19,171,25173,3513,355,102135
2009,19,173,9759,1291,135,39541
2009,19,175,33440,4913,330,140734
2009,19,177,10792,1656,166,45558
2009,19,179,108182,14246,812,450488
2009,19,181,45546,8066,795,204132
2009,19,183,40216,6410,696,170439
2009,19,185,8441,1379,162,35233
2009,19,187,129458,16837,1068,539213
2009,19,189,40980,5931,314,176363
2009,19,191,60065,9822,606,272908
2009,19,193,371565,48021,2795,1459332
2009,19,195,10833,1792,171,44791
2009,19,197,32131,4349,403,131491
2009,19,999,89575,0,107,388867
2009,20,1,34130,4567,392,130364
2009,20,3,8780,1564,219,38312
2009,20,5,41359,6053,389,156949
2009,20,7,9778,1511,217,40868
2009,20,9,74856,10662,982,322893
2009,20,11,34158,5119,371,139822
2009,20,13,22350,3509,255,94265
2009,20,15,89613,13535,1330,389036
2009,20,17,2327,391,68,10459
2009,20,19,2542,518,82,10603
2009,20,21,45677,5442,359,179794
2009,20,23,3377,549,100,14380
2009,20,25,0,0,66,0
2009,20,27,14949,2529,280,63375
2009,20,29,20375,3088,317,86490
2009,20,31,0,0,240,0
2009,20,33,2170,433,82,9244
2009,20,35,81482,11508,779,336676
2009,20,37,91087,14351,951,377554
2009,20,39,3913,0,102,16621
2009,20,41,34017,5153,486,143754
2009,20,43,9283,1139,152,37326
2009,20,45,251308,37319,2669,1046681
2009,20,47,4691,651,90,18813
2009,20,49,1637,401,72,6522
2009,20,51,87102,12713,1109,370538
2009,20,53,12115,1725,185,48775
2009,20,55,102356,14128,988,429585
2009,20,57,107950,14724,776,457528
2009,20,59,69418,9085,579,290397
2009,20,61,53231,8343,594,219551
2009,20,63,4631,827,133,20494
2009,20,65,4190,688,116,17596
2009,20,67,20966,2331,220,79808
2009,20,69,10232,1438,201,44143
2009,20,71,2552,356,44,10284
2009,20,73,7476,1223,190,31595
2009,20,75,3713,606,72,15199
2009,20,77,12303,1723,211,50874
2009,20,79,94229,12437,833,370039
2009,20,81,6494,811,122,27015
2009,20,83,1627,254,48,6222
2009,20,85,18737,2988,264,75914
2009,20,87,20050,2405,324,82125
2009,20,89,3053,568,86,12787
2009,20,91,3555126,305554,17015,13980606
2009,20,93,4036,595,87,17187
2009,20,95,12719,1975,213,52996
2009,20,97,5594,795,92,22723
2009,20,99,56331,8355,489,238161
2009,20,101,3312,402,70,14625
2009,20,103,102995,13704,1197,436712
2009,20,105,3751,620,98,15384
2009,20,107,0,0,180,0
2009,20,109,5205,776,122,22904
2009,20,111,80337,12093,844,327010
2009,20,113,105474,13216,924,439464
2009,20,115,14523,2786,292,61620
2009,20,117,24530,3738,375,108171
2009,20,119,6219,945,134,26826
2009,20,121,45728,6728,731,190639
2009,20,123,17544,2682,254,72796
2009,20,125,112402,14923,918,447338
2009,20,127,6526,1147,137,28058
2009,20,129,7184,859,104,29749
2009,20,131,28573,4073,386,116104
2009,20,133,41263,6038,491,162978
2009,20,135,7287,1003,143,29538
2009,20,137,11854,1773,185,50637
2009,20,139,13609,3258,267,58404
2009,20,141,6117,1211,154,26448
2009,20,143,5210,991,123,21708
2009,20,145,19128,2241,175,78207
2009,20,147,11862,1699,219,49077
2009,20,149,58806,7612,564,236948
2009,20,151,24401,3623,382,99296
2009,20,153,3372,568,99,15666
2009,20,155,170606,22906,1686,716049
2009,20,157,8626,1468,198,34334
2009,20,159,16239,2531,278,68469
2009,20,161,129143,20816,1533,541221
2009,20,163,9314,1389,187,39497
2009,20,165,5793,805,91,24254
2009,20,167,11675,1835,283,47911
2009,20,169,202980,27514,1638,858127
2009,20,171,10619,1364,197,43182
2009,20,173,2317641,231442,12113,9013903
2009,20,175,74526,9889,600,299590
2009,20,177,702935,77264,4489,2784970
2009,20,179,3869,598,105,17678
2009,20,181,11890,2021,257,47901
2009,20,183,5154,972,138,22825
2009,20,185,3756,655,133,16510
2009,20,187,3661,445,72,15291
2009,20,189,8249,1007,132,32107
2009,20,191,31694,4844,484,130351
2009,20,193,19731,3021,355,82606
2009,20,195,4701,801,133,20830
2009,20,197,5149,957,125,22794
2009,20,199,1837,308,55,8178
2009,20,201,7913,1572,223,34293
2009,20,203,3335,461,93,13795
2009,20,205,29834,3353,241,123107
2009,20,207,2917,546,98,12951
2009,20,209,622544,63278,2995,2597183
2009,20,999,121623,11695,157,456010
2009,21,1,22889,4093,311,97468
2009,21,3,17839,3045,233,74787
2009,21,5,21436,3235,329,89834
2009,21,7,26747,2090,135,115151
2009,21,9,89554,12866,875,379590
2009,21,11,6728,1179,136,30309
2009,21,13,50212,7261,547,208123
2009,21,15,559733,63815,2874,2235804
2009,21,17,48038,5925,387,203755
2009,21,19,233731,25070,1441,994811
2009,21,21,100572,13687,744,419853
2009,21,23,5473,845,98,23141
2009,21,25,14880,2341,211,61670
2009,21,27,12274,2150,271,53333
2009,21,29,92266,13554,1051,384586
2009,21,31,9112,1578,195,40918
2009,21,33,20329,3429,284,89243
2009,21,35,81021,13257,812,337662
2009,21,37,194786,24325,1665,796051
2009,21,39,2257,486,69,9995
2009,21,41,67514,5498,236,239382
2009,21,43,28710,5504,407,125643
2009,21,45,13895,2629,219,64152
2009,21,47,158046,22186,1335,657052
2009,21,49,93005,12061,788,379627
2009,21,51,14731,2479,253,63625
2009,21,53,19220,3230,190,81427
2009,21,55,8160,1468,160,33973
2009,21,57,5761,1061,105,25393
2009,21,59,303613,39882,2272,1289413
2009,21,61,3942,791,130,16855
2009,21,63,1469,309,45,5971
2009,21,65,8861,1699,189,36548
2009,21,67,1357986,146031,8241,5622820
2009,21,69,13585,2228,258,57626
2009,21,71,79991,9771,859,331798
2009,21,73,112085,14813,1134,467429
2009,21,75,13662,2171,135,52749
2009,21,77,4329,838,89,20191
2009,21,79,8545,1358,228,36803
2009,21,81,24860,4246,384,104066
2009,21,83,58102,8952,692,242629
2009,21,85,34316,5880,471,144819
2009,21,87,6140,1155,159,25029
2009,21,89,33649,5071,497,146880
2009,21,91,43088,3580,138,170639
2009,21,93,238420,33747,2136,977054
2009,21,95,53522,5994,470,215209
2009,21,97,33076,4009,292,129521
2009,21,99,24304,3772,253,103464
2009,21,101,130864,16278,1060,522511
2009,21,103,13015,1938,219,54035
2009,21,105,9208,1227,79,34970
2009,21,107,127230,14574,989,545729
2009,21,109,7939,1213,118,34032
2009,21,111,3882538,390000,19533,15562925
2009,21,113,103261,13908,1024,427460
2009,21,115,28429,4599,437,121789
2009,21,117,701911,74080,3200,2932088
2009,21,119,21303,2122,185,73180
2009,21,121,44194,7388,480,184481
2009,21,123,11017,1945,216,47423
2009,21,125,165487,22526,1202,696847
2009,21,127,19696,2574,213,77958
2009,21,129,7811,1588,96,32872
2009,21,131,7778,1057,110,34364
2009,21,133,41708,4582,362,164618
2009,21,135,7717,1231,125,32763
2009,21,137,19241,3678,298,82733
2009,21,139,12557,1714,144,57016
2009,21,141,53241,6421,490,213739
2009,21,143,5564,1152,160,25052
2009,21,145,286499,34547,2116,1168411
2009,21,147,7742,1451,166,32679
2009,21,149,6919,1114,167,30435
2009,21,151,135069,20598,1568,579491
2009,21,153,11251,1587,172,43360
2009,21,155,42566,6366,354,182587
2009,21,157,78557,8916,638,320605
2009,21,159,28303,2844,181,118701
2009,21,161,56478,7402,472,228523
2009,21,163,21785,3270,322,93440
2009,21,165,3088,567,60,13834
2009,21,167,49827,5237,379,195922
2009,21,169,8762,1605,115,37425
2009,21,171,12829,2274,207,54891
2009,21,173,59958,8647,527,249969
2009,21,175,12951,1903,172,53964
2009,21,177,47855,6645,565,211425
2009,21,179,87368,11674,919,386137
2009,21,181,2850,530,75,11892
2009,21,183,30688,5535,359,135480
2009,21,185,76270,10254,1222,319768
2009,21,187,11088,1342,133,46530
2009,21,189,2030,374,44,8599
2009,21,191,11462,1685,181,46335
2009,21,193,107924,11300,687,407159
2009,21,195,201333,21209,1362,784082
2009,21,197,8004,1400,167,33902
2009,21,199,136428,20630,1417,585688
2009,21,201,650,147,25,2609
2009,21,203,19021,2501,233,79348
2009,21,205,45244,7133,442,184552
2009,21,207,26195,4630,365,110162
2009,21,209,183065,19833,849,803186
2009,21,211,87474,12078,887,359903
2009,21,213,51649,7915,391,219479
2009,21,215,5362,1100,204,23213
2009,21,217,57361,9578,645,253456
2009,21,219,7876,1424,184,31343
2009,21,221,15387,2352,246,57093
2009,21,223,6559,652,77,24592
2009,21,225,39318,4330,294,161247
2009,21,227,353224,46492,2638,1481399
2009,21,229,16354,2599,243,72351
2009,21,231,22451,4048,326,95109
2009,21,233,17956,2181,235,76856
2009,21,235,69720,10789,674,295531
2009,21,237,3230,648,81,14108
2009,21,239,62307,6883,552,245707
2009,21,999,76162,5887,150,271942
2009,22,1,84437,12485,1114,362556
2009,22,3,25073,3721,338,99564
2009,22,5,315370,31505,1962,1298563
2009,22,7,22912,2922,257,97669
2009,22,9,53233,8929,704,213772
2009,22,11,51925,6877,589,208700
2009,22,13,25008,3097,250,91450
2009,22,15,246350,36102,2375,1013610
2009,22,17,910866,108162,6331,3833409
2009,22,19,641370,69305,4283,2487706
2009,22,21,10932,1962,191,47226
2009,22,23,16409,1440,159,73170
2009,22,25,10006,1667,173,40815
2009,22,27,20128,2705,252,80702
2009,22,29,26585,4305,380,109179
2009,22,31,45937,4362,382,156200
2009,22,33,2351832,234947,12169,9394875
2009,22,35,9371,1220,124,38635
2009,22,37,30990,3823,265,120762
2009,22,39,43493,5859,523,169687
2009,22,41,22693,4032,396,92314
2009,22,43,9869,1621,187,41378
2009,22,45,322137,31660,1752,1265940
2009,22,47,128277,9100,536,472770
2009,22,49,27217,2974,250,117749
2009,22,51,1763941,186338,11928,7226544
2009,22,53,46019,6772,605,188134
2009,22,55,1132856,120998,7879,4498003
2009,22,57,272594,28443,1938,1105096
2009,22,59,22179,3204,290,88571
2009,22,61,104740,14920,980,425858
2009,22,63,118201,18146,1647,479825
2009,22,65,15289,2608,210,61966
2009,22,67,30790,5352,485,128966
2009,22,69,67608,10631,808,283742
2009,22,71,1675901,150821,8324,6632193
2009,22,73,489117,64516,4203,1973269
2009,22,75,139936,10239,679,553481
2009,22,77,37884,4294,390,142858
2009,22,79,385841,49277,3268,1547605
2009,22,81,13797,1755,135,63022
2009,22,83,29700,4747,399,123247
2009,22,85,25523,4176,456,110220
2009,22,87,65027,6681,627,262366
2009,22,89,311676,20046,946,1144312
2009,22,91,8299,1209,117,33633
2009,22,93,98070,6431,309,385488
2009,22,95,132256,13301,740,550541
2009,22,97,159734,22032,1620,688506
2009,22,99,93843,11228,876,375533
2009,22,101,308085,28134,1410,1169932
2009,22,103,584452,67769,5856,2393770
2009,22,105,214721,33587,2293,922791
2009,22,107,3845,637,92,16278
2009,22,109,514618,50887,2950,2028553
2009,22,111,21561,3477,338,91100
2009,22,113,78181,10490,1037,334997
2009,22,115,58399,8785,685,241041
2009,22,117,56348,7774,672,226395
2009,22,119,80307,10937,816,335008
2009,22,121,99317,10108,499,400771
2009,22,123,10044,1626,175,41823
2009,22,125,29264,2400,184,123534
2009,22,127,30921,4289,329,128947
2009,22,999,502769,35257,247,1931474
2009,23,1,350344,44030,2766,1506545
2009,23,3,147398,22395,2059,628478
2009,23,5,1526645,155966,10858,6230735
2009,23,7,65248,9464,796,260276
2009,23,9,131898,16650,2129,610638
2009,23,11,350505,43990,3360,1469953
2009,23,13,98962,13626,1723,437789
2009,23,15,58417,8483,1421,268767
2009,23,17,97219,13943,1350,409815
2009,23,19,462598,59622,4219,1973739
2009,23,21,27505,4301,440,119698
2009,23,23,128674,13170,942,540394
2009,23,25,112151,13669,1170,461663
2009,23,27,61266,8756,956,269593
2009,23,29,50557,7324,871,208848
2009,23,31,387521,52213,5492,1694670
2009,23,999,20450,1330,64,75956
2009,24,1,163162,23725,1691,699926
2009,24,3,2204371,200856,13729,9124367
2009,24,5,3377133,322180,20040,13827377
2009,24,9,163050,17919,1741,663334
2009,24,11,47936,6826,661,203487
2009,24,13,386601,48777,4400,1633122
2009,24,15,212341,24235,1792,928270
2009,24,17,252821,32497,2701,1063237
2009,24,19,65980,9005,748,276252
2009,24,21,820375,82305,5830,3264795
2009,24,23,72159,10568,948,297351
2009,24,25,559788,66567,5321,2343096
2009,24,27,2017229,149381,8520,8161319
2009,24,29,50077,6932,668,216668
2009,24,31,5831411,411814,26480,22759621
2009,24,33,2465091,247211,14387,10306896
2009,24,35,79005,11056,1403,346917
2009,24,37,288410,28070,1911,1210110
2009,24,39,32126,3990,385,140317
2009,24,41,138886,16975,1556,597126
2009,24,43,457369,56565,3497,1873213
2009,24,45,290491,37753,2543,1245214
2009,24,47,102478,17311,2178,520384
2009,24,510,3500839,275608,12333,14025586
2009,24,999,228803,14262,170,892674
2009,25,1,587191,70322,8301,2686683
2009,25,3,471700,55460,4088,2008536
2009,25,5,1743707,196389,12828,7303452
2009,25,7,46699,4959,1034,244687
2009,25,9,2802931,265720,18005,11794562
2009,25,11,169935,20769,1623,693276
2009,25,13,1547916,170748,9867,6382367
2009,25,15,392824,53979,3543,1648574
2009,25,17,12492950,799100,42023,48985140
2009,25,19,40649,3963,904,218778
2009,25,21,3770663,309660,19178,15227282
2009,25,23,1407194,150499,11927,6029928
2009,25,25,10510255,562929,19210,38056611
2009,25,27,2761865,272872,17786,11286010
2009,25,999,316444,30508,156,1209494
2009,26,1,5450,1004,195,25183
2009,26,3,12454,1735,228,52615
2009,26,5,291137,32415,2342,1237931
2009,26,7,70661,9778,852,297267
2009,26,9,23572,3727,560,103430
2009,26,11,17730,2902,327,81901
2009,26,13,10449,1717,211,45046
2009,26,15,68896,9634,929,298258
2009,26,17,260252,30816,2315,1057000
2009,26,19,16113,2943,436,79134
2009,26,21,418378,51686,3736,1839203
2009,26,23,82340,11022,833,336824
2009,26,25,518050,48904,2723,1987952
2009,26,27,46168,6997,771,201508
2009,26,29,61096,7840,829,264005
2009,26,31,30639,4901,781,148771
2009,26,33,49360,8212,822,216873
2009,26,35,34625,5446,525,147806
2009,26,37,100217,14361,1241,445128
2009,26,39,23024,3321,319,99745
2009,26,41,87050,12470,1128,365150
2009,26,43,122790,12665,920,477582
2009,26,45,278592,35051,2111,1238614
2009,26,47,100032,13313,1515,456658
2009,26,49,961749,114954,7992,4014471
2009,26,51,23781,3715,440,102669
2009,26,53,24894,4370,420,101395
2009,26,55,331533,40317,3419,1406520
2009,26,57,75095,10307,744,315846
2009,26,59,70756,10435,840,298248
2009,26,61,53624,8963,941,224781
2009,26,63,67118,9791,979,294481
2009,26,65,984159,104521,6321,3909153
2009,26,67,64270,9910,889,274408
2009,26,69,35835,5991,639,158804
2009,26,71,16205,2713,400,70536
2009,26,73,126291,20088,1452,532117
2009,26,75,418894,45403,3077,1737265
2009,26,77,883921,100997,5651,3760955
2009,26,79,27761,3289,316,110599
2009,26,81,2841336,297755,15488,11556801
2009,26,83,580,165,57,3441
2009,26,85,5522,1116,165,25703
2009,26,87,95918,15357,1630,423682
2009,26,89,24866,3967,746,121932
2009,26,91,196530,25005,1924,774074
2009,26,93,350743,45657,4042,1408315
2009,26,95,8909,1312,165,38438
2009,26,97,11280,1968,427,72392
2009,26,99,2494897,257875,18024,10338950
2009,26,101,40643,5534,579,171615
2009,26,103,172155,21125,1696,725156
2009,26,105,58183,8568,762,267742
2009,26,107,54553,9047,772,238274
2009,26,109,30841,4784,473,126447
2009,26,111,490047,33740,1864,1789730
2009,26,113,10719,1869,272,48653
2009,26,115,330922,36045,2424,1295895
2009,26,117,82915,12172,1065,348527
2009,26,119,8397,1465,219,38270
2009,26,121,389504,49479,3406,1616223
2009,26,123,68225,9029,837,279525
2009,26,125,7737269,614878,38614,30924795
2009,26,127,24971,4333,512,117401
2009,26,129,32792,5797,577,145653
2009,26,131,9357,1515,208,40720
2009,26,133,47704,5651,426,206785
2009,26,135,6786,1258,191,29595
2009,26,137,58296,8616,818,245022
2009,26,139,762897,90843,5748,3231606
2009,26,141,12500,2112,341,56725
2009,26,143,23812,4454,597,105016
2009,26,145,585632,76018,4510,2553027
2009,26,147,304833,38474,3216,1266309
2009,26,149,135292,17748,1218,572799
2009,26,151,50612,8212,883,218199
2009,26,153,13623,1829,236,61618
2009,26,155,75901,12236,1193,326132
2009,26,157,60761,8963,910,260351
2009,26,159,121278,16253,1366,477420
2009,26,161,1569179,135600,7932,6356366
